unrelated,stereotype,neutral
0.21273250877857208,0.14588236808776855,0.14880287647247314
0.24897977709770203,0.23607346415519714,0.2530047297477722
0.3687364459037781,0.27964019775390625,0.3076145648956299
0.40295201539993286,0.3087119460105896,0.295646607875824
0.2737049460411072,0.21834351122379303,0.22871585190296173
0.32016298174858093,0.4183107018470764,0.413891077041626
0.414398729801178,0.37793490290641785,0.3823731541633606
0.13552109897136688,0.14728602766990662,0.18032467365264893
0.3242846727371216,0.27799052000045776,0.2815333902835846
0.24803440272808075,0.34581342339515686,0.3218924403190613
0.2708177864551544,0.34620264172554016,0.33488160371780396
0.34344282746315,0.2716261148452759,0.2836155295372009
0.22632485628128052,0.3033081889152527,0.3458741307258606
0.5046765804290771,0.5483663082122803,0.5455655455589294
0.3013096749782562,0.38696277141571045,0.3601774573326111
0.22854143381118774,0.21468159556388855,0.22199642658233643
0.16161569952964783,0.1284981518983841,0.1410713493824005
0.2927626371383667,0.33226096630096436,0.32652413845062256
0.10146255791187286,0.11249858140945435,0.11436973512172699
0.14751236140727997,0.27227190136909485,0.2549881637096405
0.34867697954177856,0.2867056727409363,0.29339590668678284
0.14447131752967834,0.199688121676445,0.19642777740955353
0.3808591365814209,0.3559371829032898,0.3705974817276001
0.16326792538166046,0.27792251110076904,0.2825927138328552
0.24957454204559326,0.24648523330688477,0.24012798070907593
0.32856297492980957,0.40097278356552124,0.4064987897872925
0.10496719181537628,0.1824498325586319,0.19340404868125916
0.4340633153915405,0.3443242311477661,0.34269723296165466
0.22374846041202545,0.1396089643239975,0.12602820992469788
0.28851747512817383,0.31208890676498413,0.3209788203239441
0.31564921140670776,0.3609277904033661,0.3425685167312622
0.3265083432197571,0.4244525730609894,0.42598244547843933
0.2464122772216797,0.2902119755744934,0.2908504009246826
0.35696226358413696,0.39291298389434814,0.3620556890964508
0.3528999090194702,0.35100769996643066,0.3292854428291321
0.268635630607605,0.3127317428588867,0.3171738088130951
0.2244710773229599,0.2414502054452896,0.22181108593940735
0.3338833749294281,0.302497923374176,0.28306108713150024
0.30702245235443115,0.27664750814437866,0.287708044052124
0.10358777642250061,0.02200932800769806,0.006749213673174381
0.4526725709438324,0.4338703751564026,0.4314219653606415
0.3104967474937439,0.33431750535964966,0.3499639928340912
0.18752247095108032,0.2641502618789673,0.2462005466222763
0.24202874302864075,0.3247128129005432,0.325001060962677
0.27700161933898926,0.23054178059101105,0.2281721532344818
0.25164297223091125,0.2252320796251297,0.1994856595993042
0.3846226632595062,0.4262509047985077,0.43032369017601013
0.2549559772014618,0.32605889439582825,0.3407995104789734
0.2329138070344925,0.2509533166885376,0.2639579772949219
0.1604841947555542,0.16851453483104706,0.19020730257034302
0.2232169508934021,0.2245575487613678,0.23558397591114044
0.13049554824829102,0.18413510918617249,0.20010608434677124
0.36565959453582764,0.30254530906677246,0.312383770942688
0.28234153985977173,0.2929185628890991,0.32328513264656067
0.3633631467819214,0.29057878255844116,0.27405989170074463
0.01652579754590988,0.05755385011434555,0.029179882258176804
0.38101333379745483,0.28522929549217224,0.2791609764099121
0.3745458126068115,0.369312584400177,0.3671792149543762
0.46207746863365173,0.48988616466522217,0.5036330223083496
0.3593893051147461,0.356667697429657,0.3512108325958252
0.06199831888079643,0.07299941778182983,0.08596733957529068
0.26224589347839355,0.1994050145149231,0.22237446904182434
0.1860826164484024,0.1732904016971588,0.19121053814888
0.2791675925254822,0.31250566244125366,0.33734267950057983
0.17702028155326843,0.1973935216665268,0.20066237449645996
0.31189608573913574,0.30984628200531006,0.3014204502105713
0.33415693044662476,0.3820229768753052,0.39273345470428467
0.44281327724456787,0.38859426975250244,0.3821985721588135
0.2287461906671524,0.2622165083885193,0.2761591970920563
0.24333369731903076,0.23123286664485931,0.23236045241355896
0.3649578392505646,0.3989385962486267,0.3820427358150482
0.35521477460861206,0.32000309228897095,0.35037460923194885
0.23999017477035522,0.2308821678161621,0.220309779047966
0.3433762788772583,0.36023569107055664,0.3411623239517212
0.25744789838790894,0.3362315893173218,0.36619827151298523
0.3327738046646118,0.3784372806549072,0.3682959973812103
0.368027001619339,0.34428757429122925,0.3531329035758972
0.3005410134792328,0.2341749221086502,0.227783203125
0.2406787872314453,0.2710965871810913,0.3300965130329132
0.16798339784145355,0.2382313311100006,0.23600192368030548
0.14517845213413239,0.06760572642087936,0.10658642649650574
0.03651140630245209,0.03925622999668121,0.061893291771411896
0.2653052508831024,0.24742737412452698,0.2881126403808594
0.2542126476764679,0.2913413643836975,0.28218400478363037
0.33340346813201904,0.38537871837615967,0.394183486700058
0.3137533962726593,0.2954311966896057,0.2967020273208618
0.2707211375236511,0.3073312044143677,0.3092435598373413
0.24220968782901764,0.3328964114189148,0.27087682485580444
0.1968892365694046,0.17227712273597717,0.17081867158412933
0.14575107395648956,0.17419013381004333,0.1521396040916443
0.28805482387542725,0.27677980065345764,0.30475592613220215
0.2905283570289612,0.24714896082878113,0.2771000862121582
0.2446100115776062,0.27748578786849976,0.2536359429359436
0.34408462047576904,0.2996356785297394,0.2825090289115906
0.214340478181839,0.25625473260879517,0.23198628425598145
0.17783083021640778,0.1454944908618927,0.15516036748886108
0.17079128324985504,0.2310200333595276,0.22703011333942413
0.09970831871032715,0.06018778681755066,0.059588875621557236
0.40123963356018066,0.40031346678733826,0.39521610736846924
0.288454532623291,0.2686194181442261,0.2894381880760193
0.27758610248565674,0.29503652453422546,0.3014616370201111
0.3716099262237549,0.35471847653388977,0.3377548158168793
0.39208757877349854,0.4409717917442322,0.4239238500595093
0.18743076920509338,0.15392358601093292,0.1462285816669464
0.31531596183776855,0.30492889881134033,0.30356866121292114
0.334885835647583,0.2941058874130249,0.3023805618286133
0.33735013008117676,0.40135258436203003,0.418658047914505
0.24216622114181519,0.3306780457496643,0.3166548013687134
0.23077034950256348,0.31871843338012695,0.3318975567817688
0.32957327365875244,0.352636456489563,0.33242371678352356
0.11076253652572632,0.13116401433944702,0.13942468166351318
0.15946418046951294,0.10534573346376419,0.10774382203817368
0.2756388783454895,0.2997453212738037,0.2909981608390808
0.26071661710739136,0.2214680016040802,0.20184284448623657
0.22482222318649292,0.2240341752767563,0.24944648146629333
0.2046501785516739,0.12315135449171066,0.14564035832881927
0.12724044919013977,0.10060393810272217,0.11077801138162613
0.33571958541870117,0.32736778259277344,0.3365652859210968
0.43122488260269165,0.3284575045108795,0.31359630823135376
0.29626184701919556,0.25598445534706116,0.2895587086677551
0.40680477023124695,0.38840046525001526,0.3990457355976105
0.24691161513328552,0.28747329115867615,0.31088849902153015
0.37329474091529846,0.3973696529865265,0.3945388197898865
0.2352907508611679,0.3107685446739197,0.2989844083786011
0.37570029497146606,0.3423355221748352,0.3466070294380188
0.20934167504310608,0.20724830031394958,0.21283447742462158
0.31256288290023804,0.3032296895980835,0.31539514660835266
0.20229074358940125,0.25117290019989014,0.2509728670120239
0.29715898633003235,0.33634036779403687,0.32039597630500793
0.39419564604759216,0.36298248171806335,0.35535508394241333
0.1388508379459381,0.12166345119476318,0.12242330610752106
0.08160209655761719,0.06765712797641754,0.07218954712152481
0.2515018880367279,0.24135199189186096,0.23244743049144745
0.4027229845523834,0.47986698150634766,0.47591432929039
0.27138552069664,0.2393922656774521,0.2497110664844513
0.21314160525798798,0.16330386698246002,0.14711619913578033
0.24598950147628784,0.2366507649421692,0.2715983986854553
0.09321978688240051,0.16134724020957947,0.1366438865661621
0.29704707860946655,0.30294814705848694,0.3190160095691681
0.37151283025741577,0.41770344972610474,0.4396633505821228
0.27361753582954407,0.22249212861061096,0.20029185712337494
0.29804348945617676,0.2481210082769394,0.2577148973941803
0.4333479106426239,0.36704856157302856,0.3752366900444031
0.2341201901435852,0.27127790451049805,0.2770930230617523
0.17386078834533691,0.2608286738395691,0.26693975925445557
0.12355361133813858,0.1103060394525528,0.09541373699903488
0.20848184823989868,0.21691729128360748,0.20959097146987915
0.37702229619026184,0.42338594794273376,0.40790706872940063
0.31726956367492676,0.39922523498535156,0.3709200322628021
0.28378796577453613,0.3348560929298401,0.30702513456344604
0.17073370516300201,0.1339217871427536,0.13479962944984436
0.4193892776966095,0.4953324794769287,0.4772765636444092
0.15173256397247314,0.09715453535318375,0.09095588326454163
0.3492371439933777,0.3668050169944763,0.35271212458610535
0.1288091540336609,0.15282779932022095,0.16923299431800842
0.1647457480430603,0.19345635175704956,0.17103910446166992
0.2346036434173584,0.25383394956588745,0.2629680633544922
0.2186659276485443,0.17729614675045013,0.19654273986816406
0.3369913101196289,0.3300730586051941,0.31919801235198975
0.23025023937225342,0.19841264188289642,0.185916006565094
0.4146832525730133,0.4342399835586548,0.42441192269325256
0.23375675082206726,0.17736214399337769,0.18748974800109863
0.36319077014923096,0.3262336552143097,0.34719377756118774
0.20867492258548737,0.2679661512374878,0.2740229368209839
0.37790754437446594,0.4074735641479492,0.4158588945865631
0.3093448579311371,0.29788097739219666,0.30602356791496277
0.43938565254211426,0.37259262800216675,0.3750614523887634
0.4497833251953125,0.4806743264198303,0.4841426610946655
0.36504727602005005,0.24126282334327698,0.24001003801822662
0.41123294830322266,0.47907140851020813,0.4615890383720398
0.2612704038619995,0.35719311237335205,0.3604678809642792
0.20030811429023743,0.14912208914756775,0.15537133812904358
0.38352444767951965,0.35103029012680054,0.33368784189224243
0.14498107135295868,0.14279673993587494,0.15887674689292908
0.4520720839500427,0.4790291488170624,0.45043158531188965
0.21013802289962769,0.2690524458885193,0.2934724688529968
0.30685365200042725,0.28147071599960327,0.2877219021320343
0.28941091895103455,0.3011908531188965,0.326398104429245
0.368169903755188,0.34069401025772095,0.32662880420684814
0.2231292873620987,0.23326320946216583,0.23151397705078125
0.47521254420280457,0.45290476083755493,0.47121331095695496
0.2864901125431061,0.23460447788238525,0.2113173007965088
0.14975133538246155,0.16981589794158936,0.1768561601638794
0.2811371684074402,0.31941577792167664,0.30662667751312256
0.09694654494524002,0.09466667473316193,0.09066838771104813
0.1899503469467163,0.12901392579078674,0.13137614727020264
0.42478469014167786,0.5005400776863098,0.4896654486656189
0.1968671679496765,0.25804266333580017,0.25552499294281006
0.23564720153808594,0.2776695489883423,0.22993314266204834
0.33274316787719727,0.3428742289543152,0.3210543394088745
0.4032873511314392,0.352325439453125,0.34658747911453247
0.3152259290218353,0.3177541494369507,0.29708248376846313
0.3232247233390808,0.39747846126556396,0.3949819803237915
0.25832316279411316,0.24258555471897125,0.23756632208824158
0.2951216697692871,0.34211981296539307,0.34610968828201294
0.2910029888153076,0.38283103704452515,0.3718744218349457
0.24662330746650696,0.3343387246131897,0.33919060230255127
0.3868456482887268,0.3229592442512512,0.34231242537498474
0.33202606439590454,0.4532434642314911,0.47126105427742004
0.3131353259086609,0.3716779351234436,0.38546472787857056
0.02645818516612053,-0.0029172617942094803,-0.0019282391294836998
0.5251449346542358,0.4837435483932495,0.5019806027412415
0.3206759989261627,0.3622012734413147,0.35695552825927734
0.4214591383934021,0.4480598270893097,0.44945812225341797
0.3610846698284149,0.41405579447746277,0.449526846408844
0.33746814727783203,0.3360137343406677,0.3514431118965149
0.205562561750412,0.2141047716140747,0.21638357639312744
0.4075750708580017,0.3633580505847931,0.36944177746772766
0.3259809613227844,0.2598433494567871,0.29193755984306335
0.3093010187149048,0.4084501266479492,0.3725101351737976
0.3575374484062195,0.3679320514202118,0.3942474126815796
0.44179823994636536,0.3813045024871826,0.3757361173629761
0.24300217628479004,0.23423726856708527,0.19244012236595154
0.06915095448493958,0.12026253342628479,0.13326427340507507
0.37581732869148254,0.29580092430114746,0.2963178753852844
0.1290280520915985,0.22985270619392395,0.1936751902103424
0.33947134017944336,0.33550965785980225,0.3463103175163269
0.30875927209854126,0.3090546131134033,0.31724607944488525
0.4124794900417328,0.4358273148536682,0.4320574402809143
0.2656787037849426,0.2269900143146515,0.23587985336780548
0.1881241500377655,0.21577188372612,0.2276216596364975
0.39528805017471313,0.4079662263393402,0.4304966926574707
0.4203501343727112,0.493058443069458,0.4772800803184509
0.24734088778495789,0.2505440413951874,0.29288816452026367
0.27918678522109985,0.3201274275779724,0.3343271017074585
0.19696277379989624,0.1144540011882782,0.1333964616060257
0.21155624091625214,0.23765695095062256,0.23493729531764984
0.27738749980926514,0.3108978271484375,0.273052453994751
0.30218827724456787,0.3523697853088379,0.34017127752304077
0.32117176055908203,0.3873407542705536,0.40668708086013794
0.31971144676208496,0.36819350719451904,0.4143850803375244
0.22760654985904694,0.2861179709434509,0.2559325695037842
0.30432188510894775,0.34348228573799133,0.34219855070114136
0.3151920437812805,0.3720296025276184,0.3460647761821747
0.30015283823013306,0.34321025013923645,0.3328239321708679
0.33651190996170044,0.3479694426059723,0.384895384311676
0.3356761634349823,0.36436229944229126,0.336629718542099
0.3088768720626831,0.291012704372406,0.29552698135375977
0.21936137974262238,0.2278621792793274,0.25056159496307373
0.3555384874343872,0.3251977860927582,0.33003056049346924
0.31956946849823,0.3215363025665283,0.3062169551849365
0.39918553829193115,0.38034701347351074,0.3720061480998993
0.38227397203445435,0.4069867730140686,0.41032472252845764
0.4385465681552887,0.43254122138023376,0.41959917545318604
0.34478023648262024,0.3662832975387573,0.3957284688949585
0.2574479579925537,0.2781277000904083,0.21703384816646576
0.3393481969833374,0.37049368023872375,0.3388329744338989
0.32921522855758667,0.3822794556617737,0.3854612112045288
0.285614013671875,0.29551926255226135,0.2777162194252014
0.3580707609653473,0.4330747127532959,0.412304162979126
0.26120325922966003,0.21168647706508636,0.21561388671398163
0.3305951952934265,0.33960601687431335,0.33319735527038574
0.03343212231993675,0.049172062426805496,0.03714378923177719
0.31631481647491455,0.36893486976623535,0.3618699908256531
0.2825048565864563,0.2518669068813324,0.2516598105430603
0.5176520347595215,0.5028796195983887,0.4879125952720642
0.4151615500450134,0.4145963490009308,0.4074806869029999
0.23519234359264374,0.25286436080932617,0.2703187167644501
0.38488638401031494,0.41976311802864075,0.42297476530075073
0.37295037508010864,0.3440750241279602,0.3651925027370453
0.18521367013454437,0.14218047261238098,0.12718525528907776
0.3604763150215149,0.3232303261756897,0.31461670994758606
0.1353253871202469,0.15289483964443207,0.15735244750976562
0.24580252170562744,0.27395617961883545,0.27178043127059937
0.3146674633026123,0.40320026874542236,0.3722904920578003
0.2609768509864807,0.2500161826610565,0.27652859687805176
0.3652985692024231,0.45199447870254517,0.44846421480178833
0.16753607988357544,0.2326066792011261,0.2619606852531433
0.20538970828056335,0.2815498113632202,0.2822061777114868
0.07562696188688278,0.10114964842796326,0.11156401038169861
0.23383240401744843,0.3080402612686157,0.31760865449905396
0.35197749733924866,0.3330093026161194,0.3339669108390808
0.29424381256103516,0.27115964889526367,0.27230870723724365
0.2375071793794632,0.19521313905715942,0.21987348794937134
0.3471594750881195,0.4080987572669983,0.4038495421409607
0.33925336599349976,0.4152742326259613,0.3964793086051941
0.09986370801925659,0.17385363578796387,0.15288636088371277
0.38623398542404175,0.3400712013244629,0.35171544551849365
0.34518396854400635,0.25264161825180054,0.269856333732605
0.3418344259262085,0.3931835889816284,0.3830398917198181
0.3726571798324585,0.38071006536483765,0.35690537095069885
0.3618168830871582,0.41291379928588867,0.4348119795322418
0.21703873574733734,0.24007302522659302,0.26148557662963867
0.3890308737754822,0.3954235315322876,0.37566643953323364
0.16981102526187897,0.15062949061393738,0.1556297242641449
0.23379379510879517,0.2579362392425537,0.2689078748226166
0.16255374252796173,0.15044882893562317,0.14915071427822113
0.10635195672512054,0.19155624508857727,0.17548024654388428
0.4623340964317322,0.5223816633224487,0.5054659843444824
0.2753640413284302,0.2719498872756958,0.2727171778678894
0.27012455463409424,0.2943156063556671,0.2846912741661072
0.3929485082626343,0.39152002334594727,0.4306889772415161
0.12031127512454987,0.08689276874065399,0.09528553485870361
0.20804329216480255,0.15743866562843323,0.1854516863822937
0.19232946634292603,0.2709588408470154,0.27362167835235596
0.29741060733795166,0.26867368817329407,0.2656013071537018
0.24956925213336945,0.27319130301475525,0.3103594183921814
0.1426888406276703,0.2719300091266632,0.2707148492336273
0.4088960886001587,0.336853563785553,0.3344912827014923
0.2959495186805725,0.33701300621032715,0.34490758180618286
0.46415939927101135,0.40674686431884766,0.4099290072917938
0.38631510734558105,0.40144219994544983,0.4242843985557556
0.4968894124031067,0.45074015855789185,0.449363648891449
0.23674312233924866,0.2893511652946472,0.2570517957210541
0.26912394165992737,0.26351964473724365,0.2468927651643753
