hateful,targeted,aggressive
0.019640352576971054,0.013793171383440495,0.008663707412779331
0.0158896055072546,0.014158356003463268,0.009875932708382607
0.020039081573486328,0.010482832789421082,0.011116879060864449
0.6537907719612122,0.6854331493377686,0.09335777908563614
0.01855347491800785,0.009438670240342617,0.010910974815487862
0.025066962465643883,0.006537635810673237,0.012422468513250351
0.0337943397462368,0.01052605640143156,0.009883041493594646
0.016383832320570946,0.009581990540027618,0.010652249678969383
0.02826560102403164,0.008303078822791576,0.010651064105331898
0.016695041209459305,0.015074044466018677,0.010428386740386486
0.021058376878499985,0.00795016624033451,0.01035498920828104
0.045240774750709534,0.05543776974081993,0.008243353106081486
0.045014940202236176,0.050406213849782944,0.008373672142624855
0.038374923169612885,0.006383540574461222,0.01258038729429245
0.021065354347229004,0.009490104392170906,0.010660921223461628
0.017488595098257065,0.011775101535022259,0.010465692728757858
0.019480237737298012,0.010847543366253376,0.011132437735795975
0.02017447166144848,0.016951091587543488,0.010755443014204502
0.016479115933179855,0.013942605815827847,0.00983530655503273
0.029726138338446617,0.008604985661804676,0.011564143002033234
0.5437774658203125,0.3867763578891754,0.018587464466691017
0.05689993500709534,0.06709034740924835,0.011650945991277695
0.022651368752121925,0.009369135834276676,0.010415924713015556
0.01672912761569023,0.018657956272363663,0.009271858260035515
0.01708439737558365,0.009844402782619,0.01174701377749443
0.02604188211262226,0.0067760152742266655,0.012523874640464783
0.017434248700737953,0.008987058885395527,0.010568354278802872
0.6533404588699341,0.5235937833786011,0.030517039820551872
0.02259622886776924,0.008572900667786598,0.012245403602719307
0.01585165224969387,0.011109878309071064,0.009818760678172112
0.016942322254180908,0.01707286201417446,0.009354984387755394
0.045176394283771515,0.0052324216812849045,0.01677727699279785
0.01957300305366516,0.007637918461114168,0.011984750628471375
0.08795353770256042,0.011221226304769516,0.018094604834914207
0.01810264401137829,0.009574349969625473,0.01086267177015543
0.04772891476750374,0.005312714260071516,0.01479873526841402
0.776511013507843,0.5654152631759644,0.0516892708837986
0.01642320118844509,0.010037527419626713,0.010854958556592464
0.018657520413398743,0.013600938953459263,0.009671563282608986
0.01667226105928421,0.012948598712682724,0.009677438996732235
0.04584311693906784,0.006793180480599403,0.01221444271504879
0.17743825912475586,0.0052170115523040295,0.023016082122921944
0.014875893481075764,0.011356022208929062,0.011293125338852406
0.09640364348888397,0.004763599950820208,0.02655928209424019
0.01650957018136978,0.011780229397118092,0.009442625567317009
0.016597241163253784,0.009683281183242798,0.012416779063642025
0.619564950466156,0.3667656183242798,0.01698354259133339
0.013920039869844913,0.013211280107498169,0.012046048417687416
0.08564268052577972,0.1069655567407608,0.012442639097571373
0.03591056540608406,0.00689085153862834,0.013793794438242912
0.020013684406876564,0.010459152050316334,0.011087609454989433
0.02962315082550049,0.005901371128857136,0.01239579264074564
0.01707591861486435,0.015407731756567955,0.009150571189820766
0.017533723264932632,0.010019741021096706,0.01047695241868496
0.026649944484233856,0.009339557029306889,0.011193637736141682
0.020779283717274666,0.00923217087984085,0.012758485041558743
0.018666496500372887,0.009161269292235374,0.01053218636661768
0.042947594076395035,0.006356323137879372,0.012212520465254784
0.037682950496673584,0.006825658492743969,0.012897268868982792
0.018781006336212158,0.008977911435067654,0.010922281071543694
0.765886127948761,0.4539048373699188,0.0260740015655756
0.030152687802910805,0.008453784510493279,0.011367334052920341
0.7108789682388306,0.4258330166339874,0.023592432960867882
0.026998575776815414,0.006706664338707924,0.012136314064264297
0.02158462628722191,0.0133074801415205,0.01062517799437046
0.05596934258937836,0.0565028041601181,0.00997219979763031
0.01790313795208931,0.009358820505440235,0.010455125942826271
0.016715703532099724,0.011782350018620491,0.010449976660311222
0.01688113622367382,0.009511338546872139,0.01222267746925354
0.8017627596855164,0.08899103105068207,0.02741740643978119
0.04469716548919678,0.005414007697254419,0.0154820391908288
0.015146104618906975,0.010221710428595543,0.011650643311440945
0.021833062171936035,0.012305381707847118,0.00981601607054472
0.028089236468076706,0.02408185601234436,0.011107568629086018
0.020749371498823166,0.007633116561919451,0.01099520456045866
0.10957809537649155,0.005655908491462469,0.022843174636363983
0.026347598060965538,0.0074645644053816795,0.012904586270451546
0.05105583742260933,0.007497951854020357,0.011321335099637508
0.0766022577881813,0.07698929309844971,0.008616240695118904
0.023972492665052414,0.006567676551640034,0.012067483738064766
0.018663885071873665,0.009047407656908035,0.011830728501081467
0.02187875658273697,0.008362410590052605,0.0110517842695117
0.022853128612041473,0.00793792586773634,0.011691334657371044
0.015883494168519974,0.010697370395064354,0.011010756716132164
0.022083396092057228,0.008565856143832207,0.011151404120028019
0.01909038983285427,0.009494251571595669,0.011317211203277111
0.019696548581123352,0.013274800032377243,0.009056663140654564
0.3005223870277405,0.04009159654378891,0.1763627678155899
0.019069688394665718,0.009642673656344414,0.011577733792364597
0.01487776730209589,0.011428581550717354,0.010378818027675152
0.3596334159374237,0.12785737216472626,0.009222031570971012
0.0227249413728714,0.008474462665617466,0.01237327978014946
0.021301791071891785,0.025833720341324806,0.013232935220003128
0.01586279273033142,0.01246793381869793,0.011997596360743046
0.12038323283195496,0.0050278292037546635,0.03318752720952034
0.033931512385606766,0.02869919314980507,0.008595317602157593
0.01582776941359043,0.009966057725250721,0.011017471551895142
0.018894784152507782,0.01152423769235611,0.009936817921698093
0.021464034914970398,0.008644738234579563,0.013200826942920685
0.023634253069758415,0.010002052411437035,0.010880613699555397
0.01703820936381817,0.011672655120491982,0.011317994445562363
0.17690832912921906,0.013282970525324345,0.042282093316316605
0.019402017816901207,0.017705123871564865,0.009333629161119461
0.019718317314982414,0.009196252562105656,0.009767240844666958
0.024115117266774178,0.010170934721827507,0.011037680320441723
0.524036705493927,0.3729919195175171,0.01711364835500717
0.01920464262366295,0.007733345963060856,0.011723974719643593
0.016233928501605988,0.01229557953774929,0.011171317659318447
0.013909995555877686,0.012132719159126282,0.011865716427564621
0.43837177753448486,0.007983597926795483,0.05398176982998848
0.01778310537338257,0.013032309710979462,0.009888292290270329
0.02119683474302292,0.009004654362797737,0.011013606563210487
0.04477330297231674,0.005318755283951759,0.014156505465507507
0.019102107733488083,0.00806677807122469,0.011506712064146996
